uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0000916638355012e+018,8782,Dorthe Pedersen,2022-09-22 08:31:44.767 GMT,Dorthe Pedersen,2022-09-22 08:52:42 GMT,8782,22 Sep,Dorthe Pedersen,Burial Mound,,Legacy verification,"low Mound on hilltop near 8781 with surface scatter along its periphery,up to 10 artifacts per m.. small Rt on top. easily accessible through a perfectly leveled harrowed field.",Annual agriculture,,Pasture,grassland (partial scrub,Hilltop,High,42.416776666666664,26.790633333333336,4696073.3761189384,482774.35226206988,1.3,51,241,South,361-366,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8782_1.jpg''}}",1.6,13,NA,NA,,,Artefact scatter,prehistoric handmade decorated incised pottery. thin and thick walled handmade. stoneaxe butt. daub. redslip Roman. redfabric fineware. thick walled covertilles.,Yes,,,1 - pristine,Agriculture,Shallow old RT,1 - full,Agriculture,,Last week,,"01.round,1.5 and 0.5 deep",,,POINT(482774.352262 4696073.376119)
1.0000916638424512e+018,8783,Dorthe Pedersen,2022-09-22 10:27:39.095 GMT,Dorthe Pedersen,2022-09-22 10:36:53 GMT,8783,22 Sep,Dorthe Pedersen,Burial Mound,possibly a stone pile under scrub and grass)?,Legacy verification,"poorly visible stony low mound,pertaining from a Scrubby patch into the field. visible in satellite image. tree on top and scrub. no visible rts, obscured by vegetation. disturbed ground, irregular surface. rts possible but visible",Annual agriculture,scrub?,Scrub,scrubs,Upper slope,Low,42.41450833333333,26.771161666666664,4695825.6394705586,481171.64112143998,1.2,52,273,Northwest,370-371,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8783_1.jpg''}}",0.5,20,0.4,NA,,,,,No,,,4 - seriously damaged,Agriculture,vegetation  and tree on top,5 - none or nearly none,Agriculture,,Last year,,no rt,,,POINT(481171.641121 4695825.639471)
1.0000916638461119e+018,8784,Dorthe Pedersen,2022-09-22 11:28:41.770 GMT,Dorthe Pedersen,2022-09-22 11:32:31 GMT,8784,22 Sep,Dorthe Pedersen,Burial Mound,,Legacy verification,"low Mound south of lyulin reservoir in a compacted harrowed field , heaviploughed with great ground visibility.  liwerslipe and near a tree patch",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.421354999999991,26.810765,4696577.8545050109,484431.81880397769,1.2,53,205,Northwest,373_374,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8784_1.jpg''}}",1,25,0,0,,sprawling ploughed mound,,"field is stony, and recent shards",No,,,5 - extinct or near extinct,Agriculture,ploughing,4 - minimal,Agriculture,,Last month,,none,not easy to see,,POINT(484431.818804 4696577.854505)
1.0000816639101184e+018,8785,Mathias Kaas,2022-09-23 05:15:25.993 GMT,Mathias Kaas,2022-09-23 05:15:25 GMT,8785,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Overploughed mound 500 m south of the eternal fire monument. East of the dirtroad, easy accessible. Place name is stoichova mound.
North of the Nedyalsko village",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.492039999999996,26.819656666666667,4704424.9682316566,485180.00426402886,1.1000000000000001,54,282,Northwest,378 to 379,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8785_1.jpg''}}",1.4,40,NA,NA,,,"Other (Lozenge shaped, natural? Depression in the ground.
10 m east of the mound, 10x4 m in Noth-South direction.
About 1 m deep.)",,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,No RT. overploughed,,,POINT(485180.004264 4704424.968232)
1.0000816639133343e+018,8786,Mathias Kaas,2022-09-23 06:08:59.445 GMT,Mathias Kaas,2022-09-23 06:15:08 GMT,8786,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,3 m mound covered in pasture in the middle of a vineyard.Nearly touched and accessible from dirtroad to the northwest.,Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Lower slope,Medium,42.485320000000002,26.814105000000001,4703679.775100098,484722.15199409315,1.2,55,264,Southeast,381 to 385,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8786_1.jpg''}}",3,32,NA,NA,,Round,,none,No,,,2 - minor damage,Animal activity,Minor looti g,2 - good,Animal activity,,Unknown,,1: Round 1.5x0.5 m Shallow center tot he top.,,,POINT(484722.151994 4703679.7751)
1.000081663915093e+018,8787,Mathias Kaas,2022-09-23 06:38:27.708 GMT,Mathias Kaas,2022-09-23 06:43:03 GMT,8787,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Overploughed mound with road cut on the south side of the mound. Stones on top spread across. Hardly visible, merges with the landscape.",Annual agriculture,,Annual agriculture,,Hilltop,Low,42.482605,26.825519999999997,4703376.3134355284,485659.67814115115,1.2,56,281,Northwest,390,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8787_1.jpg''}}",0.5,28,NA,NA,,,,Loose black stones on top.,No,,,5 - extinct or near extinct,Anthropogenic,Roadcut thru mound on the south side,4 - minimal,Agriculture,,Last month,,,,,POINT(485659.678141 4703376.313436)
1.0000816639155839e+018,8788,Mathias Kaas,2022-09-23 06:46:36.292 GMT,Mathias Kaas,2022-09-23 06:46:36 GMT,8788,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Overploughed mound south of the dirtroad. Hardly visible.,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.481110000000008,26.826208333333337,4703210.195111338,485715.91146710515,1.3,57,272,South,391 to 392,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8788_1.jpg''}}",0.4,28,NA,NA,,,,Loose black stones on the top,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(485715.911467 4703210.195111)
1.0000816639164609e+018,8789,Mathias Kaas,2022-09-23 07:01:06.132 GMT,Mathias Kaas,2022-09-23 07:01:06 GMT,8789,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Overploughed mound south of the dirtroad. Badly visible.,Annual agriculture,,Annual agriculture,,Hilltop,Medium,42.479843333333335,26.833098333333336,4703068.4096280588,486281.93002657878,1.1000000000000001,58,262,South,393 to 395,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8789_1.jpg''}}",1.1,30,NA,NA,,,,1 small piece of ceramic,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(486281.930027 4703068.409628)
1.0000816639169684e+018,8790,Mathias Kaas,2022-09-23 07:09:33.670 GMT,Mathias Kaas,2022-09-23 07:09:33 GMT,8790,23 Sep,Mathias Kaas,Uncertain Feature,,Survey,Round scatter black stones. 50 m east of mound 8789. overgrown with pasture. Natural feature?,Annual agriculture,,Annual agriculture,,Hilltop,Nil,42.479793333333326,26.833793333333332,4703062.7455752539,486339.0429718087,1.2,59,266,Southeast,396,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8790_1.jpg''}}",0.2,12,NA,NA,,,,"Loose scatter of stones on top. One piece of a amphora handle, red fabric.",No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(486339.042972 4703062.745575)
1.0000816639180604e+018,8791,Mathias Kaas,2022-09-23 07:27:45.586 GMT,Mathias Kaas,2022-09-23 07:27:45 GMT,8791,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Overloughed mound. Poorly visible in the middle of field.,Annual agriculture,,Annual agriculture,,Lower slope,Low,42.47707333333333,26.843429999999998,4702759.2150093522,487130.54842602619,1.2,60,242,Northwest,404 to 405,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8791_1.jpg''}}",0.7,24,NA,NA,,,,Some heavily worn red fabric. redm cw,No,Roman?,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8791_1.jpg''}}",4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(487130.548426 4702759.215009)
1.0000816639214255e+018,8792,Mathias Kaas,2022-09-23 08:23:55.308 GMT,Mathias Kaas,2022-09-23 08:23:55 GMT,8792,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,Overploughed mound on a lower ridge with a clear soil mark Grey over dark Grey. The field is stoney.,Annual agriculture,,Annual agriculture,,Lower slope,Low,42.463698333333333,26.850916666666663,4701272.9729658375,487743.31452487397,1.3,61,210,West,407,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8792_1.jpg''}}",0.8,25,NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(487743.314525 4701272.972966)
1.0000816639228864e+018,8793,Mathias Kaas,2022-09-23 08:48:16.359 GMT,Mathias Kaas,2022-09-23 08:48:16 GMT,8793,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Overploughed mound. Soil mark. Easily accessible from, the dirtroad to the south.",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.466391666666674,26.839580000000002,4701573.7346382514,486811.85084747092,1.1000000000000001,62,217,North,408 to 408,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8793_1.jpg''}}",1.4,35,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(486811.850847 4701573.734638)
1.000081663923241e+018,8794,Mathias Kaas,2022-09-23 08:54:14.922 GMT,Mathias Kaas,2022-09-23 08:54:14 GMT,8794,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Overploughed mound, soil marks. North of a dirtroad. Easily accessible.",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.466981666666669,26.838811666666668,4701639.3667244427,486748.81048396497,1.2,63,221,Northwest,410,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8794_1.jpg''}}",1.1,25,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(486748.810484 4701639.366724)
1.0000816639248083e+018,8795,Mathias Kaas,2022-09-23 09:21:03.260 GMT,Mathias Kaas,2022-09-23 09:34:35 GMT,8795,23 Sep,Mathias Kaas,Burial Mound,,Legacy verification,"Half of a mound standing, covered in grass with recent geodetic pointon top. Excavated? easily accessible 50 m east of the village. 
East half is removed and serves as garbage disposal.",Pasture,grassland,Pasture,grassland,Upper slope?,Medium,42.466918333333325,26.829741666666671,4701633.7904524086,486003.15729835711,1.2,64,219,South,413/ff,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8795_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8795_2.jpg''}}",2.2,20,NA,NA,,,,none,No,,,4 - seriously damaged,Excavation,Triangular point on top.,3 - impaired,Animal activity,,Unknown,,"1: Round crater, 10x2, big possible RT or excavation?, serves as garbage disposal.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8795_1.jpg''}}",POINT(486003.157298 4701633.790452)
1.0000216641717422e+018,8796,Adela Sobotkova,2022-09-26 05:55:47.431 GMT,Adela Sobotkova,2022-09-26 06:54:46 GMT,8796,26 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,"large mound at S edge of Izgrev village on top of a south-facing spur of land with disturbed surface overgrown with grass with numerous concentric trenches filled with scrub.  geodetic  point on top. lowest trench has two ramps crossing it, aiming southwards and westward. disturbances over all but mostly military and not of rt nature. many tanks could fit here.",Pasture,grassland (scrub with military construction,Pasture,grassland (scrub,Hilltop,Super prominent,42.165059999999997,26.520163333333336,4668214.3244095528,460363.88497091131,1.2,65,169,North,124-126,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8796_1.jpg''}}",3.5,15,NA,NA,,"overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction",,none,No,,,3 - damaged,Other (military trenches),geodetic marker on top from 1967,2 - good,Other,specify in Annotation) (military activity),Unknown,,military trenches,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8796_1.jpg''}}",POINT(460363.884971 4668214.32441)
1.0000216641783793e+018,8797,Adela Sobotkova,2022-09-26 07:46:28.853 GMT,Adela Sobotkova,2022-09-26 07:59:57 GMT,8797,26 Sep,Adela Sobotkova,Burial Mound,pottery scatter),Legacy verification,"low grassy mound on the border of annually ploughed fields. no visible RTs. scattering of pottery found on the peripheral southern field. 2 m in the map, 1.5 on site. interesting location on the lower slope of the river. scrub on the left side. easily visible and accessible from the dirtroad. geodetic marker on top.",Annual agriculture,,Pasture,grassland,Lower slope,Medium,42.178683333333325,26.535023333333335,4669720.1641062628,461599.61495909706,1.2,66,114,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8797_1.jpg''}}",1.7,18,NA,NA,,,Artefact scatter,"handmade prehistoric material in the ashy powdery soil. half a dozen CW and FW. pottery every 2 m, reaching at least 50 m. south of the mound",No,,,1 - pristine,Agriculture (ploughing on the east side),animal activity,2 - good,Agriculture,,Last month,,,revisit in the interest of the scatter,,POINT(461599.614959 4669720.164106)
1.0000216641816317e+018,8798,Adela Sobotkova,2022-09-26 08:40:35.022 GMT,Adela Sobotkova,2022-09-26 08:40:35 GMT,8798,26 Sep,Adela Sobotkova,Extinct Burial Mound,bunker with trenches),Legacy verification,"Bunker not Mound in a field southeast of elhovo. there is a geodetic marker that indicates the preexisting mound. poorly visible from the east. scrub all over. mound replaced by a bunker. bunker access completely obscured by Scrubby bushes, except from the east.",Annual agriculture,,Scrub,,,High,42.159415000000003,26.573634999999999,4667564.0993069196,464777.70159693208,1.3999999999999999,67,140,West,470-471,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8798_1.jpg''}}",1.5,40,NA,NA,,"actual bunker 6x5x1.5,diameter stands for the Scrubby patch",,,No,,,5 - extinct or near extinct,Other (bunker and trenches),,5 - none or nearly none,Not available,,Not relevant,,,good lunchtime spot,,POINT(464777.701597 4667564.099307)
1.0000216641859226e+018,8799,Adela Sobotkova,2022-09-26 09:52:09.001 GMT,Adela Sobotkova,2022-09-26 10:06:23 GMT,8799,26 Sep,Adela Sobotkova,Burial Mound,,Legacy verification,Scrubby mound in the flood zone of Tundzha. covered by scrub surrounded by a flat harrowed field. impenetrable. suspect location.,Annual agriculture,,Scrub,with tall trees,Valley Bottom or Plain,Nil,42.142103333333338,26.544329999999999,4665654.4554369086,462346.53200535005,1.3,068 (at the foot of mound),96 (at the foot of mound ),West,478,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8799_1.jpg''}}",1.5??,45,NA,34,,,,,No,,,0 - No observation (indeterminable due to scrub. possibly prestine)??,Post-depositional (vegetation ),agriculture,2 - good,Agriculture,,Last month,,,check this on Google earth.,,POINT(462346.532005 4665654.455437)
1.0000416629874536e+018,9740,Todor  Valchev,2022-09-12 12:57:38.832 GMT,Todor  Valchev,2022-09-12 13:03:35 GMT,9740,12 Sep,Todor  Valchev,Burial Mound,,Survey?,"It is position on a ridge, with a wide view toward south and north-east",Annual agriculture,,Scrub,,Upper slope,Low,42.124035000000006,26.669320000000003,4663600.7430475643,472667.10137301357,1.2,,,North,The mount is overgrowth with bushes and trees.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9740_1.jpg''}}",2.5,25,2,20,,round shape,,,No,,,3 - damaged,Other (Military activity),Military activity,4 - minimal,Other,specify in Annotation) (Military trench),Unknown,,"C shape, 10,1.5,0.5, military shallow trench",revisit needed to take better photoes,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9740_1.jpg''}}",POINT(472667.101373 4663600.743048)
1.0000916630737805e+018,9744,Sara Vejrup,2022-09-13 12:56:25.590 GMT,Sara Vejrup,2022-09-13 12:56:38 GMT,9744,13 Sep,Sara Vejrup,Surface Scatter,,Survey,,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.136961666666672,26.636768333333332,4665046.9402494272,469982.59026516008,1.5,1,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9744_1.jpg''}}",0.5,90,NA,NA,,,Artefact scatter,,Yes,"iron age, roman age, oftoman period",,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(469982.590265 4665046.940249)
1.0000616632210559e+018,9745,Matthias Kaas,2022-09-15 05:50:59.998 GMT,Matthias Kaas,2022-09-15 05:54:27 GMT,9745,15 Sep,Matthias Kaas,Surface Scatter,,Survey,on the upper slope of the field,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.135013333333333,26.627516666666665,4664833.9067440927,469217.08932926768,1,2,,No Observation,114 - 0747 to 114- 0748,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9745_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9745_2.jpg''}}",0,0,NA,NA,found on ploughed field sporadically,,Artefact scatter,,Yes,Medieval,,0 - No observation,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(469217.089329 4664833.906744)
1.0000416634129545e+018,9746,Todor  Valchev,2022-09-17 11:09:19.644 GMT,Adela Sobotkova,2022-09-17 18:00:58 GMT,9746,17 Sep,Todor  Valchev,Burial Mound,,Survey,in the village of Malomirovo,Urban,in a settlement or surrounded by infrastructure,Pasture,grassland,Upper slope,High,42.142121666666661,26.645341666666663,4665616.8863215409,470693.4695908135,1.3999999999999999,100,,Northeast,936-938,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9746_1.jpg''}}",4,40,NA,NA,,,,,No,,,1 - pristine,Urban development,,2 - good,Urban development,,Last year,,no observations,,,POINT(470693.469591 4665616.886322)
1.0001216635668717e+018,9747,Joel Sercombe,2022-09-19 05:54:36.851 GMT,Joel Sercombe,2022-09-19 05:56:44 GMT,9747,19 Sep,Joel Sercombe,Surface Scatter,,Survey,North West of Malomirovo,Annual agriculture,,Annual agriculture,,Upper slope,Medium,42.143213333333343,26.631598333333333,4665742.9042576319,469558.33623274276,10.300000000000001,3,,East,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9747_1.jpg''}}",0,120,NA,NA,120m x 90m,,Artefact scatter - Other (Human tooth of uncertain age),Chaff and straw left over from agriculture,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9747_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,N/A,,,POINT(469558.336233 4665742.904258)
1.0000416638277608e+018,9748,Todor  Valchev,2022-09-22 06:22:45.911 GMT,Todor  Valchev,2022-09-22 06:23:43 GMT,9748,22 Sep,Todor  Valchev,Surface Scatter,,Survey,north and north-east from Malomirovo Village,Annual agriculture,,Annual agriculture,,Lower slope,High,42.148531666666671,26.644958333333339,4666328.7323838295,470664.75288385031,1,,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9748_1.jpg''}}",0,150,NA,100,,,Artefact scatter,pottery pieces: hand- made and wheel- made; AC,Yes,Roman Age,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9748_1.jpg''}}",2 - minor damage,Agriculture,,1 - full,Agriculture,,Last month,,,,,POINT(470664.752884 4666328.732384)
1.000041663836551e+018,9749,Todor  Valchev,2022-09-22 08:49:16.307 GMT,Todor  Valchev,2022-09-22 08:50:55 GMT,9749,22 Sep,Todor  Valchev,Surface Scatter,,Survey,On the north-east corner of the village. Ploud field,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.147350000000003,26.646991666666668,4666196.8330232939,470832.21440724039,1.7,,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9749_1.jpg''}}",0,0,NA,NA,50 m East-West; 70 m North-south,,Artefact scatter - Loose artefacts,hand-made and wheel-made pottery; flint tools,Yes,Prehistory; Roma Age; Medieval period; Ottoman period,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9749_1.jpg''}}",2 - minor damage,Agriculture,,1 - full,Agriculture,,Last month,,,,,POINT(470832.214407 4666196.833023)
1.000041663917609e+018,9750,Todor  Valchev,2022-09-23 07:20:14.076 GMT,Todor  Valchev,2022-09-23 07:21:03 GMT,9750,23 Sep,Todor  Valchev,Surface Scatter,,Survey,south-east from Malomirovo village,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.133338333333327,26.663184999999999,4664635.6878352854,472164.07561707927,1.5,4,140,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9750_1.jpg''}}",0,0,NA,NA,north-south 250 m; east-west 150 m,,Artefact scatter,hand-made and wheel-made pottery; AC; weight for net,Yes,"Prehistory, Roman Age and Ottoman period","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9750_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(472164.075617 4664635.687835)
1.00004166392827e+018,9751,Todor  Valchev,2022-09-23 10:17:55.077 GMT,Todor  Valchev,2022-09-23 10:18:12 GMT,9751,23 Sep,Todor  Valchev,Surface Scatter,,Survey,,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.132678333333324,26.672048333333336,4664559.5561823603,472896.30125427828,1.7,5,160,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9751_1.jpg''}}",0,0,NA,NA,e-w 80 m. n-s 120 m.,,Artefact scatter,"handmade pottery, daub",Yes,EIA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9751_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(472896.301254 4664559.556182)
1.0000416641827105e+018,9752,Todor  Valchev,2022-09-26 08:58:35.813 GMT,Todor  Valchev,2022-09-26 08:59:21 GMT,9752,26 Sep,Todor  Valchev,Surface Scatter,,Survey,south-east from Malomirovo village,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.135618333333333,26.673724999999997,4664885.4584832313,473036.11729452875,1.3999999999999999,6,161,Southwest,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9752_1.jpg''}}",0,0,NA,NA,long sites 120 m; short sites 80 m,,Artefact scatter,hand-made and wheel-made pottery; AC and doubs; amphora,Yes,Late Iron Age,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9752_1.jpg''}}",2 - minor damage,Agriculture,,1 - full,Agriculture,,Last month,,,,,POINT(473036.117295 4664885.458483)
1.0000416641839636e+018,9753,Todor  Valchev,2022-09-26 09:19:28.854 GMT,Todor  Valchev,2022-09-26 09:20:12 GMT,9753,26 Sep,Todor  Valchev,Other,,Survey,south-east from Malomirovo village,Annual agriculture,,Scrub,,Upper slope,Nil,42.136704999999999,26.669888333333333,4665007.3313851934,472719.51511091995,1.3999999999999999,7,159,South,military activity,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9753_1.jpg''}}",0,0,NA,NA,8 x 4 m,oval; military activity,,,No,Cold War,,0 - No observation,No observation,,No observation,Not available,,Not relevant,,,,,POINT(472719.515111 4665007.331385)
1.0000416642668801e+018,9754,Todor  Valchev,2022-09-27 08:21:25.307 GMT,Todor  Valchev,2022-09-27 08:22:10 GMT,9754,27 Sep,Todor  Valchev,Surface Scatter,,Survey,south-west from Malomirovo village,Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.127338333333334,26.610405,4663988.0482180184,467799.05104398599,1.3999999999999999,8,131,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9754_1.jpg''}}",0,0,NA,NA,east-west 250 m and 150 m north-south,,Artefact scatter,hand-made and wheel-made pottery; doubs,Yes,Late Prehistory (Iron Age),"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9754_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(467799.051044 4663988.048218)
1.0000416644316888e+018,9755,Todor  Valchev,2022-09-29 06:08:18.629 GMT,Todor  Valchev,2022-09-29 06:08:44 GMT,9755,29 Sep,Todor  Valchev,Surface Scatter,,Survey,north-east from Malomirovo village,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Nil,42.15067333333333,26.650044999999999,4666564.7906797146,471086.01291928953,1.3999999999999999,9,120,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9755_1.jpg''}}",0,0,NA,NA,110 m (east-west) x 40 m (north-south),,Artefact scatter,hand-made and wheel-made pottery; AC,Yes,Roman Age,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9755_1.jpg''}}",2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(471086.012919 4666564.79068)
1.000041664437404e+018,9756,Todor  Valchev,2022-09-29 07:43:29.176 GMT,Todor  Valchev,2022-09-29 07:43:43 GMT,9756,29 Sep,Todor  Valchev,Surface Scatter,,Survey,"North East from village Malomirovo, south of the old Popovska River, on a ploughed sunflower field,",Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.149258333333336,26.651035,4666407.3456337107,471167.16666227428,1.3999999999999999,10,124,Southeast,No camera,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9756_1.jpg''}}",0,0,NA,NA,100 m east-west x 50 m south,,,"WM and HM pottey, as well as lots of architectural pieces.",Yes,Antique,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9756_1.jpg''}}",3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(471167.166662 4666407.345634)
